GUID,Name,Description,CVSS3.0,Network Zone,Exploit Code Maturity,Actively Exploited,Patch Available,Dark Web References,Risk Score,Risk Severity
60cf70a6-9544-4cef-9ca5-da5367fa2a7a,CVE-2023-34753,bloofox v0.5.2.1 was discovered to contain a SQL injection vulnerability via the tid parameter at admin/index.php?mode=settings&page=tmpl&action=edit.,1.3,public facing,non-existent,yes,no,699,,
b79abbde-61a7-4dbb-9236-3891ad905dc9,CVE-2023-34752,bloofox v0.5.2.1 was discovered to contain a SQL injection vulnerability via the lid parameter at admin/index.php?mode=settings&page=lang&action=edit.,4.8,internal,non-existent,yes,no,707,,
bd8dcff0-8b86-4f73-8e20-81cf1d6dfc8f,CVE-2023-34751,bloofox v0.5.2.1 was discovered to contain a SQL injection vulnerability via the gid parameter at admin/index.php?mode=user&page=groups&action=edit.,5.4,public facing,functional,yes,yes,62,,
89c1e355-e310-49dc-a0de-c0b49ad05deb,CVE-2023-34750,bloofox v0.5.2.1 was discovered to contain a SQL injection vulnerability via the cid parameter at admin/index.php?mode=settings&page=projects&action=edit.,3.1,public facing,functional,yes,yes,529,,
04d8a67c-a032-437f-83b7-ea45df0e2906,CVE-2023-3475,A vulnerability was found in SimplePHPscripts Event Script 2.1 and classified as problematic. Affected by this issue is some unknown functionality of the file preview.php of the component URL Parameter Handler. The manipulation leads to cross site scripting. The attack may be launched remotely. It is recommended to upgrade the affected component. VDB-232754 is the identifier assigned to this vulnerability.,1.5,public facing,functional,no,yes,395,,
a018e776-b668-4ab3-afd3-c8b6133e3ae1,CVE-2023-34747,File upload vulnerability in ujcms 6.0.2 via /api/backend/core/web-file-upload/upload.,5.6,internal,non-existent,no,yes,191,,
0d019ff5-3919-41d1-b29b-501ccfb5c2d8,CVE-2023-3474,A vulnerability has been found in SimplePHPscripts Simple Blog 3.2 and classified as problematic. Affected by this vulnerability is an unknown functionality of the file preview.php of the component URL Parameter Handler. The manipulation leads to cross site scripting. The attack can be launched remotely. It is recommended to upgrade the affected component. The identifier VDB-232753 was assigned to this vulnerability.,2.2,internal,non-existent,no,yes,551,,
3ccd9786-b842-46e9-ab56-b624ddf8ccda,CVE-2023-34738,Chemex through 3.7.1 is vulnerable to arbitrary file upload.,6,internal,non-existent,no,no,754,,
5ddf87d5-3cd4-4c79-98ec-ec12885c13e4,CVE-2023-34736,Guantang Equipment Management System version 4.12 is vulnerable to Arbitrary File Upload.,6.2,internal,proof-of-concept,yes,yes,9,,
b9581dec-547a-4c63-bb5a-850324a8e510,CVE-2023-34735,Property Cloud Platform Management Center 1.0 is vulnerable to error-based SQL injection.,8.2,public facing,non-existent,no,yes,406,,
af202e0e-b828-4092-b444-11bfa3c2e29f,CVE-2023-34734,Annet AC Centralized Management Platform 1.02.040 is vulnerable to Stored Cross-Site Scripting (XSS) .,9.5,internal,non-existent,yes,yes,167,,
8b535b5c-08f1-401e-8d27-eab0edeacf24,CVE-2023-34733,A lack of exception handling in the Volkswagen Discover Media Infotainment System Software Version 0876 allows attackers to cause a Denial of Service (DoS) via supplying crafted media files when connecting a device to the vehicle's USB plug and play feature.,7.9,public facing,non-existent,yes,yes,663,,
bfc64c74-1250-4dcf-a6be-c7ca05576655,CVE-2023-3473,"A vulnerability, which was classified as critical, was found in Campcodes Retro Cellphone Online Store 1.0. Affected is an unknown function of the file /admin/edit_product.php. The manipulation of the argument username leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-232752.",6.3,public facing,non-existent,yes,yes,155,,
5a0bc484-99ec-440a-8102-61716930b481,CVE-2023-3469,Cross-site Scripting (XSS) - Reflected in GitHub repository thorsten/phpmyfaq prior to 3.2.0-beta.2.,4.3,public facing,non-existent,yes,yes,433,,
8adf0e47-1c3a-4ac2-a76b-9e4c395ce721,CVE-2023-34682,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,6.9,internal,proof-of-concept,yes,no,257,,
099ec1c2-7f65-4603-94ee-69e2c3991d60,CVE-2023-34673,Elenos ETG150 FM transmitter running on version 3.12 was discovered to be leaking SMTP credentials and other sensitive information by exploiting the publicly accessible Memcached service. The attack can occur over the public Internet in some cases.,7.2,internal,non-existent,yes,yes,897,,
f7c7c063-08e7-43fd-bd0a-ff6f26ccce6d,CVE-2023-34672,Improper Access Control leads to adding a high-privilege user affecting Elenos ETG150 FM transmitter running on version 3.12 by exploiting user's role within the admin profile. An attack could occur over the public Internet in some cases.,5.4,internal,functional,no,yes,869,,
4fd8a723-dff2-4439-92a1-837b65c9031f,CVE-2023-34671,Improper Access Control leads to privilege escalation affecting Elenos ETG150 FM transmitter running on version 3.12 by exploiting user's role in the user profile. An attack could occur over the public Internet in some cases.,9.5,internal,proof-of-concept,yes,yes,946,,
4a057767-a045-4cb2-8298-111fa1abbedb,CVE-2023-3467,Privilege Escalation to root administrator (nsroot),4.7,internal,proof-of-concept,yes,no,427,,
5b8e1d98-7580-40a0-b6f6-18f74957d458,CVE-2023-34669,TOTOLINK CP300+ V5.2cu.7594 contains a Denial of Service vulnerability in function RebootSystem of the file lib/cste_modules/system which can reboot the system.,7.2,internal,proof-of-concept,no,no,917,,
baaa6cda-7ddd-4a25-a92b-605d99a1c393,CVE-2023-34666,Cross-site scripting (XSS) vulnerability in Phpgurukul Cyber Cafe Management System 1.0 allows remote attackers to inject arbitrary web script or HTML via the admin username parameter.,6.5,internal,proof-of-concept,yes,yes,813,,
f89629ac-8fa2-46ea-b85a-6516091e91fe,CVE-2023-34660,jjeecg-boot V3.5.0 has an unauthorized arbitrary file upload in /jeecg-boot/jmreport/upload interface.,7.6,internal,functional,no,no,621,,
5b37739f-7664-44b4-90d6-aca94e48eb4f,CVE-2023-3466,Reflected Cross-Site Scripting (XSS),8.9,public facing,non-existent,no,no,442,,
9eb65c06-aa31-43c5-8211-560f54bc2318,CVE-2023-34659,jeecg-boot 3.5.0 and 3.5.1 have a SQL injection vulnerability the id parameter of the /jeecg-boot/jmreport/show interface.,5.5,internal,proof-of-concept,yes,yes,730,,
1153110a-954a-499e-ab42-cd9aca722a30,CVE-2023-34658,Telegram v9.6.3 on iOS allows attackers to hide critical information on the User Interface via calling the function SFSafariViewController.,5.9,public facing,proof-of-concept,yes,yes,342,,
83785d06-80a8-42f3-bfdd-05ff857d22c7,CVE-2023-34657,A stored cross-site scripting (XSS) vulnerability in Eyoucms v1.6.2 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the web_recordnum parameter.,9,public facing,functional,no,yes,351,,
1e946179-5b89-4205-a6da-e10b4788e8ab,CVE-2023-34656,An issue was discovered with the JSESSION IDs in Xiamen Si Xin Communication Technology Video management system 3.1 thru 4.1 allows attackers to gain escalated privileges.,5.6,internal,proof-of-concept,no,yes,33,,
e9dfc56d-aa68-4333-9212-4168d0463427,CVE-2023-34654,taocms <=3.0.2 is vulnerable to Cross Site Scripting (XSS).,4.5,public facing,functional,no,no,613,,
2f45b240-d67a-46eb-be58-9e94ac797f16,CVE-2023-34652,PHPgurukl Hostel Management System v.1.0 is vulnerable to Cross Site Scripting (XSS) via Add New Course.,8.5,internal,functional,yes,yes,842,,
d043290d-56db-4ded-9cd2-225eb94aaa20,CVE-2023-34651,PHPgurukl Hospital Management System v.1.0 is vulnerable to Cross Site Scripting (XSS).,9.2,internal,proof-of-concept,no,yes,376,,
ff07ce26-0948-4037-91b3-2a82fbbea2b7,CVE-2023-34650,PHPgurukl Small CRM v.1.0 is vulnerable to Cross Site Scripting (XSS).,5.4,internal,functional,yes,no,439,,
10773bff-e687-47ab-884a-925416b3659a,CVE-2023-3465,A vulnerability was found in SimplePHPscripts Classified Ads Script 1.8. It has been declared as problematic. Affected by this vulnerability is an unknown functionality of the file user.php of the component HTTP POST Request Handler. The manipulation of the argument title leads to cross site scripting. The attack can be launched remotely. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-232711.,4.5,internal,proof-of-concept,yes,yes,350,,
a93edb44-eaed-4a81-9627-2f8ceddbdcfb,CVE-2023-34648,A Cross Site Scripting vulnerability in PHPgurukl User Registration Login and User Management System with admin panel v.1.0 allows a local attacker to execute arbitrary code via a crafted script to the signup.php.,4.6,internal,proof-of-concept,yes,no,743,,
5460200e-347c-45e2-9b34-915106e7252b,CVE-2023-34647,PHPgurukl Hostel Management System v.1.0 is vulnerable to Cross Site Scripting (XSS).,9.6,internal,functional,yes,yes,584,,
6b78c2f6-da1a-4ae9-8ea3-5d2a69735809,CVE-2023-34645,jfinal CMS 5.1.0 has an arbitrary file read vulnerability.,7.2,public facing,functional,yes,yes,36,,
9246e833-12f3-4aff-b763-15f171a021d2,CVE-2023-34642,KioWare for Windows through v8.33 was discovered to contain an incomplete blacklist filter for blocked dialog boxes on Windows 10. This issue can allow attackers to open a file dialog box via the function showDirectoryPicker() which can then be used to open an unprivileged command prompt.,2.6,public facing,proof-of-concept,no,yes,740,,
d3ccf895-47a6-498d-8b2b-19fb6a7d8857,CVE-2023-34641,KioWare for Windows through v8.33 was discovered to contain an incomplete blacklist filter for blocked dialog boxes on Windows 10. This issue can allow attackers to open a file dialog box via the function window.print() which can then be used to open an unprivileged command prompt.,9.3,internal,non-existent,no,yes,216,,
832e2ad5-797e-4880-b272-4a86c9858587,CVE-2023-3464,A vulnerability was found in SimplePHPscripts Classified Ads Script 1.8. It has been classified as problematic. Affected is an unknown function of the file /preview.php of the component URL Parameter Handler. The manipulation of the argument p leads to cross site scripting. It is possible to launch the attack remotely. It is recommended to upgrade the affected component. VDB-232710 is the identifier assigned to this vulnerability.,8.4,internal,non-existent,no,no,306,,
56e98edf-d837-40a5-8a72-6cde2148ccca,CVE-2023-3463,"All versions of GE Digital CIMPLICITY that are not adhering to SDG guidance and accepting documents from untrusted sources are vulnerable to memory corruption issues due to insufficient input validation, including issues such as out-of-bounds reads and writes, use-after-free, stack-based buffer overflows, uninitialized pointers, and a heap-based buffer overflow. Successful exploitation could allow an attacker to execute arbitrary code.",6.7,internal,non-existent,no,yes,648,,
442d91fe-ad47-4d77-9205-3665e8695dbb,CVE-2023-34626,"Piwigo 13.7.0 is vulnerable to SQL Injection via the ""Users"" function.",7,public facing,proof-of-concept,no,yes,822,,
d01e1c5f-01b7-45c7-bbd2-cf48a68c9486,CVE-2023-34625,"ShowMojo MojoBox Digital Lockbox 1.4 is vulnerable to Authentication Bypass. The implementation of the lock opening mechanism via Bluetooth Low Energy (BLE) is vulnerable to replay attacks. A malicious user is able to intercept BLE requests and replicate them to open the lock at any time. Alternatively, an attacker with physical access to the device on which the Android app is installed, can obtain the latest BLE messages via the app logs and use them for opening the lock.",1,internal,non-existent,no,yes,933,,
41dec18d-20da-4339-b164-bb8069941b21,CVE-2023-34624,An issue was discovered htmlcleaner thru = 2.28 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,7.2,public facing,proof-of-concept,yes,no,142,,
232d25bb-c607-4c88-b176-37d5d4395094,CVE-2023-34623,An issue was discovered jtidy thru r938 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,2.9,public facing,functional,no,no,173,,
e22b834e-1f90-4739-bb0e-2342f321a009,CVE-2023-34620,An issue was discovered hjson thru 3.0.0 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,6.6,public facing,proof-of-concept,no,no,600,,
64fdb43d-4554-4070-b2c3-ccab6d012c9f,CVE-2023-34617,An issue was discovered genson thru 1.6 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,5.7,internal,functional,no,yes,447,,
ff31c195-2138-406d-8907-8eaa41066d99,CVE-2023-34616,An issue was discovered pbjson thru 0.4.0 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,5.8,public facing,functional,no,yes,475,,
be75f308-6fa9-4b82-9dcb-42704c9304dd,CVE-2023-34615,An issue was discovered JSONUtil thru 5.0 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,2.9,internal,proof-of-concept,no,yes,824,,
2730d3e0-dcf4-49ff-bae9-27e6957358f4,CVE-2023-34614,An issue was discovered jmarsden/jsonij thru 0.5.2 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,3.5,internal,non-existent,no,no,218,,
79c234bc-45c5-48fb-9370-62e492ecba01,CVE-2023-34613,An issue was discovered sojo thru 1.1.1 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,8.7,internal,non-existent,no,yes,490,,
053eceac-3225-4615-9e9a-8f9ecd851e2b,CVE-2023-34612,An issue was discovered ph-json thru 9.5.5 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,7,public facing,functional,yes,no,62,,
cf0ee1ce-7e4d-4472-a9d0-2d8b7d41249c,CVE-2023-34611,An issue was discovered mjson thru 1.4.1 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,8.4,internal,proof-of-concept,no,yes,664,,
d8551dae-f524-41d3-86e6-35f4025322a7,CVE-2023-34610,An issue was discovered json-io thru 4.14.0 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies.,5.3,internal,non-existent,no,yes,802,,
